Code,Name,TIB Core,German Description,English Description
31.5,"Energietechnik, Kerntechnik",True,"Energietechnik und Kerntechnik beschäftigen sich mit der Erzeugung, Umwandlung, Speicherung und Nutzung von Energie, insbesondere im Bereich der Kernenergie. Die Energietechnik umfasst dabei verschiedene Technologien wie fossile Brennstoffe, erneuerbare Energien und Kernkraft, während die Kerntechnik speziell auf die Nutzung der Kernspaltung zur Stromerzeugung sowie die Sicherheit und Entsorgung radioaktiver Abfälle fokussiert ist. Das Fachgebiet vereint ingenieurwissenschaftliche Grundlagen mit technologischen Anwendungen und befasst sich auch mit ökologischen, wirtschaftlichen und politischen Aspekten der Energieversorgung.","Energy Technology and Nuclear Engineering focus on the generation, conversion, storage, and utilization of energy, particularly in the field of nuclear power. Energy Technology encompasses various technologies such as fossil fuels, renewable energy, and nuclear power, while Nuclear Engineering specifically deals with the use of nuclear fission for electricity generation, as well as the safety and disposal of radioactive waste. This field combines engineering fundamentals with technological applications and also addresses environmental, economic, and political aspects of energy supply."
31.6,Maschinenbau,True,"Maschinenbau ist eine Ingenieurwissenschaft, die sich mit der Entwicklung, Konstruktion, Produktion und Optimierung von Maschinen, Anlagen und technischen Systemen beschäftigt. Es umfasst Themen wie Mechanik, Thermodynamik, Werkstoffkunde und Fertigungstechnik und ist eine der vielseitigsten Disziplinen im Ingenieurwesen.","Mechanical engineering is an engineering discipline that focuses on the design, development, production, and optimization of machines, systems, and technical equipment. It covers areas such as mechanics, thermodynamics, materials science, and manufacturing technology, making it one of the most versatile fields in engineering."
31.7,"Fahrzeugbau, Fördertechnik, Raumfahrttechnik",True,"""Fahrzeugbau, Fördertechnik, Raumfahrttechnik"" ist ein interdisziplinäres Fachgebiet, das sich mit der Konstruktion, Entwicklung und Optimierung von Fahrzeugen, Förderanlagen und Raumfahrtsystemen beschäftigt. Es umfasst Technologien und Methoden aus dem Maschinenbau, der Elektrotechnik und der Materialwissenschaft, um innovative Lösungen für den Land-, Luft- und Raumverkehr sowie für industrielle Fördersysteme zu entwickeln.","""Vehicle Engineering, Conveying Technology, Aerospace Engineering"" is an interdisciplinary field that focuses on the design, development, and optimization of vehicles, conveying systems, and aerospace systems. It integrates technologies and methods from mechanical engineering, electrical engineering, and materials science to create innovative solutions for land, air, and space transportation, as well as industrial conveying systems."
31.8a,Fertigungstechnik,True,"Fertigungstechnik ist ein Fachgebiet der Ingenieurwissenschaften, das sich mit den Prozessen, Methoden und Technologien zur Herstellung von Produkten aus verschiedenen Materialien befasst. Es umfasst die Planung, Entwicklung und Optimierung von Fertigungsverfahren sowie die Anwendung von Maschinen und Werkzeugen. Ziel ist es, effiziente, präzise und wirtschaftliche Produktionsabläufe zu gewährleisten.","Manufacturing Technology is a field of engineering that focuses on the processes, methods, and technologies used to produce goods from various materials. It involves the planning, development, and optimization of manufacturing processes, as well as the application of machinery and tools. The goal is to ensure efficient, precise, and cost-effective production workflows."
31.8b,Feinwerktechnik,True,"Feinwerktechnik ist ein Fachgebiet der Ingenieurwissenschaften, das sich mit der Entwicklung, Konstruktion und Herstellung von präzisen mechanischen und mechatronischen Systemen befasst. Es umfasst die Fertigung kleinster Bauteile und Komponenten, die hohe Genauigkeit und Zuverlässigkeit erfordern, wie sie beispielsweise in der Medizintechnik, Optik, Mikrosystemtechnik oder Robotik eingesetzt werden. Feinwerktechnik kombiniert Kenntnisse aus Mechanik, Elektronik, Materialwissenschaft und Fertigungstechnik, um innovative Lösungen für komplexe technische Herausforderungen zu entwickeln.","Precision Engineering (Feinwerktechnik) is a field of engineering that focuses on the development, design, and manufacturing of precise mechanical and mechatronic systems. It involves the production of small components and parts that require high accuracy and reliability, such as those used in medical technology, optics, microsystems technology, or robotics. Precision Engineering combines expertise in mechanics, electronics, materials science, and manufacturing technology to create innovative solutions for complex technical challenges."
31.9a,"Elektrotechnik, Elektrische Energietechnik",True,"Elektrotechnik, insbesondere die Elektrische Energietechnik, befasst sich mit der Erzeugung, Übertragung, Verteilung und Nutzung elektrischer Energie. Dieses Fachgebiet umfasst Technologien und Systeme wie Kraftwerke, Stromnetze, elektrische Maschinen und erneuerbare Energien. Ziel ist es, eine effiziente, sichere und nachhaltige Energieversorgung zu gewährleisten.","Electrical Engineering, specifically Electrical Power Engineering, deals with the generation, transmission, distribution, and utilization of electrical energy. This field encompasses technologies and systems such as power plants, electrical grids, electric machines, and renewable energy. The aim is to ensure efficient, safe, and sustainable energy supply."
31.9b,"Elektronik, Nachrichtentechnik",True,"""Elektronik, Nachrichtentechnik"" ist ein Fachgebiet, das sich mit der Entwicklung, Anwendung und Optimierung elektronischer Systeme und Technologien zur Übertragung, Verarbeitung und Speicherung von Informationen befasst. Es umfasst Themen wie Schaltungsdesign, Signalverarbeitung, Telekommunikation, Funktechnik und digitale Systeme. Das Ziel ist es, effiziente und zuverlässige Lösungen für die Kommunikation und Datenverarbeitung in verschiedenen Anwendungsbereichen zu schaffen.","""Electronics and Communication Engineering"" is a field that focuses on the design, application, and optimization of electronic systems and technologies for the transmission, processing, and storage of information. It covers topics such as circuit design, signal processing, telecommunications, radio technology, and digital systems. The aim is to create efficient and reliable solutions for communication and data processing in various application areas."
31.10,"Verfahrenstechnik, Technische Chemie",True,"Verfahrenstechnik und Technische Chemie sind interdisziplinäre Fachgebiete, die sich mit der Umwandlung von Rohstoffen in wertvolle Produkte durch physikalische, chemische und biologische Prozesse befassen. Die Verfahrenstechnik konzentriert sich auf die Entwicklung, Optimierung und Skalierung von Prozessen, während die Technische Chemie die chemischen Grundlagen und Reaktionen zur Herstellung von Chemikalien, Materialien und Energie erforscht. Beide Disziplinen spielen eine Schlüsselrolle in der chemischen, pharmazeutischen und umwelttechnischen Industrie.","Process Engineering and Technical Chemistry are interdisciplinary fields that focus on the transformation of raw materials into valuable products through physical, chemical, and biological processes. Process Engineering deals with the development, optimization, and scaling of processes, while Technical Chemistry explores the chemical principles and reactions involved in the production of chemicals, materials, and energy. Both disciplines play a crucial role in the chemical, pharmaceutical, and environmental industries."
31.11,Lebensmitteltechnologie,True,"Die Lebensmitteltechnologie ist ein interdisziplinäres Fach, das sich mit der Herstellung, Verarbeitung, Konservierung und Qualitätssicherung von Lebensmitteln beschäftigt. Es kombiniert Kenntnisse aus den Bereichen Chemie, Biologie, Physik und Ingenieurwissenschaften, um sichere, nahrhafte und schmackhafte Lebensmittel zu produzieren. Studierende lernen Prozesse wie Fermentation, Pasteurisierung und Verpackungstechniken sowie die Anwendung moderner Technologien zur Verbesserung der Lebensmittelqualität und -sicherheit.","Food Technology is an interdisciplinary field that focuses on the production, processing, preservation, and quality assurance of food. It combines knowledge from chemistry, biology, physics, and engineering to create safe, nutritious, and flavorful food products. Students learn about processes such as fermentation, pasteurization, and packaging techniques, as well as the application of modern technologies to enhance food quality and safety."
31.12,"Textiltechnik, Gummi- und Lederverarbeitung",True,"Das Fachgebiet 'Textiltechnik, Gummi- und Lederverarbeitung' befasst sich mit der Herstellung, Verarbeitung und Veredelung von Textilien, Gummi und Leder. Es umfasst technologische Prozesse, Materialkunde, Maschinen- und Anlagentechnik sowie Qualitätsmanagement. Die Studierenden erlernen die Grundlagen der Faserherstellung, Web- und Stricktechniken, Veredelungsverfahren sowie die Verarbeitung von Gummi und Leder zu Endprodukten. Das Fach verbindet ingenieurwissenschaftliche Aspekte mit kreativen und nachhaltigen Ansätzen.","The subject 'Textile Technology, Rubber and Leather Processing' focuses on the production, processing, and refinement of textiles, rubber, and leather. It covers technological processes, material science, machinery and plant engineering, as well as quality management. Students learn the fundamentals of fiber production, weaving and knitting techniques, finishing methods, and the processing of rubber and leather into end products. The field combines engineering aspects with creative and sustainable approaches."
31.13,Holzbearbeitung,True,"Holzbearbeitung ist ein Fachgebiet, das sich mit der Verarbeitung und Gestaltung von Holz beschäftigt. Es umfasst Techniken wie Sägen, Hobeln, Fräsen, Schleifen und Verbinden von Holz, um Möbel, Bauwerke oder Kunstobjekte herzustellen. Das Fach kombiniert handwerkliches Können mit Kenntnissen über Holzarten, Werkzeuge und Maschinen.","Holzbearbeitung (woodworking) is a field that focuses on the processing and shaping of wood. It includes techniques such as sawing, planing, milling, sanding, and joining wood to create furniture, structures, or art objects. The subject combines craftsmanship with knowledge of wood types, tools, and machinery."
31.14,"Papierherstellung, Grafische Technik",True,"Das Fach ""Papierherstellung, Grafische Technik"" befasst sich mit den Prozessen der Papierproduktion sowie den verschiedenen Techniken des grafischen Gewerbes. Es umfasst die Herstellung von Papier aus Rohstoffen, die Verarbeitung zu unterschiedlichen Papierarten und die Anwendung grafischer Techniken wie Druckverfahren, Veredelung und Weiterverarbeitung. Ziel ist es, ein umfassendes Verständnis für die Materialien, Technologien und Verfahren in der Papier- und Druckindustrie zu vermitteln.","The subject ""Paper Production, Graphic Technology"" focuses on the processes of paper manufacturing and the various techniques in the graphic arts industry. It covers the production of paper from raw materials, the processing into different paper types, and the application of graphic techniques such as printing methods, finishing, and further processing. The aim is to provide a comprehensive understanding of the materials, technologies, and processes in the paper and printing industry."
